x,y,z
94.5,19.5,31.42729411764706
95.5,20.5,31.42729411764706
96.5,20.5,31.42729411764706
97.5,21.5,31.42729411764706
98.5,20.5,31.42729411764706
99.5,19.5,31.42729411764706
100.5,18.5,31.42729411764706
101.5,19.5,31.42729411764706
102.5,19.5,31.42729411764706
103.5,18.5,31.42729411764706
104.5,17.5,31.42729411764706
105.5,16.5,31.42729411764706
106.5,15.5,31.42729411764706
107.5,14.5,31.42729411764706
108.5,14.5,31.42729411764706
109.5,13.5,31.42729411764706
110.5,12.5,31.42729411764706
109.5,11.5,31.42729411764706
110.5,10.5,31.42729411764706
111.5,9.5,31.42729411764706
112.5,9.5,31.42729411764706
113.5,9.5,31.42729411764706
114.5,8.5,31.42729411764706
115.5,7.5,31.42729411764706
116.5,6.5,31.42729411764706
117.5,6.5,31.42729411764706
118.5,7.5,31.42729411764706
118.5,8.5,31.42729411764706
119.5,9.5,31.79105882352941
118.5,10.5,31.79105882352941
117.5,11.5,31.79105882352941
116.5,12.5,31.79105882352941
115.5,13.5,31.79105882352941
114.5,14.5,31.79105882352941
113.5,14.5,31.79105882352941
112.5,15.5,31.79105882352941
111.5,16.5,31.79105882352941
111.5,17.5,31.79105882352941
110.5,18.5,31.79105882352941
109.5,18.5,31.79105882352941
108.5,19.5,31.79105882352941
107.5,20.5,31.79105882352941
106.5,21.5,31.79105882352941
105.5,22.5,31.79105882352941
104.5,23.5,31.79105882352941
103.5,24.5,31.79105882352941
104.5,25.5,31.79105882352941
105.5,26.5,31.42729411764706
106.5,27.5,31.42729411764706
107.5,28.5,31.42729411764706
108.5,29.5,31.42729411764706
109.5,30.5,31.42729411764706
110.5,30.5,31.42729411764706
111.5,29.5,31.79105882352941
112.5,30.5,31.79105882352941
113.5,31.5,31.79105882352941
114.5,32.5,31.79105882352941
115.5,33.5,31.79105882352941
116.5,33.5,31.79105882352941
117.5,34.5,31.42729411764706
118.5,35.5,31.42729411764706
119.5,35.5,31.42729411764706
120.5,35.5,31.42729411764706
121.5,34.5,31.42729411764706
122.5,35.5,31.42729411764706
